,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
164,캐주얼,봄 나들이 룩,21.03.22,"6,060",3,스트라이프 패턴 카디건에 데님 팬츠를 더하고 볼캡과 스니커즈로 활동성을 더한 캐주얼 룩,"#봄,#캐주얼,#밀리언코르,#키르시,#아디다스,#피버미닛,#레이디 볼륨,#데님 팬츠,#안경,#액자/포스터,#숄더백,#패션스니커즈화,#캡/야구 모자,#카디건,#블루종/MA-1",https://image.msscdn.net/images/codimap/detail/2358/detail_2358_1_500.jpg?202401091201
165,스트릿,확실한 포인트,21.03.23,"1,780",3,유니크한 디자인의 카디건과 와이드 팬츠로 연출한 스트릿 룩,"#봄,#스트릿,#5252 바이 오아이오아이,#오찌,#에잇세컨즈,#네스티팬시클럽,#메신저/크로스 백,#기타 컬처,#기타 신발,#버킷/사파리햇,#카디건,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/2373/detail_2373_1_500.jpg?202401091201
166,로맨틱,단아한 무드,21.03.17,"1,474",3,모노 톤 레더 재킷에 브이넥 카디건과 스커트를 더하고 숄더백과 플랫 슈즈로 완성한 로맨틱 룩,"#봄,#로맨틱,#언에디트,#아워덴티티,#플라스크,#닉앤니콜,#세컨데일리,#귀걸이,#미디스커트,#숄더백,#레더/라이더스 재킷,#카디건",https://image.msscdn.net/images/codimap/detail/2298/detail_2298_1_500.jpg?202401091201
167,캐주얼,빈티지 무드,20.11.02,"6,932",3,올리브 컬러의 숏 패딩에 밝은 스웨트셔츠를 매치하고 스웨이드 첼시 부츠로 완성한 캐주얼 룩,"#가을,#캐주얼,#피렌체 아뜨리에,#커버낫,#티메이커,#케이엔드,#부츠",https://image.msscdn.net/images/codimap/detail/380/detail_380_1_500.jpg?202401091201
168,걸리시,산뜻한 조합,21.06.25,"2,404",3,그린 컬러의 원피스에 니트 버킷햇과 메리제인 슈즈를 더해 완성한 걸리시 룩,"#화사한,#피크닉,#체크,#뉴트럴톤,#여름,#걸리시,#무신사 스탠다드,#다이애그널,#아카이브앱크,#시티브리즈,#빅토리아 슈즈,#양말,#목걸이/펜던트,#버킷/사파리햇,#숄더백,#미니 원피스,#힐/펌프스",https://image.msscdn.net/images/codimap/detail/3914/detail_3914_1_500.jpg?202401091201
169,댄디,멋짐의 비결,21.07.01,"1,561",3,미니멀 무드의 반팔 티셔츠와 슬랙스를 코디하고 백팩을 더해 완성한 댄디 룩,"#모노톤,#미니멀,#레더,#톤온톤,#여름,#댄디,#데몬에이드,#인사일런스,#알레타 샌들,#코드,#빈트릴,#백팩,#반소매 티셔츠,#샌들,#슈트 팬츠/슬랙스,#선글라스",https://image.msscdn.net/images/codimap/detail/3991/detail_3991_1_500.jpg?202401091201
170,걸리시,프레피 룩의 정석,20.11.02,"3,426",3,간결한 실루엣이 돋보이는 블레이저와 미니스커트를 매치하고 아가일 패턴의 베스트로 포인트를 더한 걸리시 룩,"#가을,#걸리시,#무신사 스탠다드,#닥터마틴,#엔오르,#하이스쿨디스코,#로에일,#양말,#목걸이/펜던트,#구두,#미니스커트,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/392/detail_392_1_500.jpg?202401091201
171,캐주얼,캠퍼스 룩 추천,21.06.24,"2,036",3,그래픽이 돋보이는 티셔츠에 데님 팬츠를 매치하고 옐로 컬러 스니커즈로 포인트를 더한 캐주얼 룩,"#오버핏,#캠퍼스,#컬러포인트,#그래픽,#남친룩,#여름,#캐주얼,#커버낫,#유니폼브릿지,#리끌로우,#캐치볼,#엘엠씨,#백팩,#숏 팬츠,#선글라스,#안경,#캔버스/단화,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3887/detail_3887_1_500.jpg?202401091201
172,캐주얼,원 마일 웨어,21.02.24,"2,670",3,편하게 입기 좋은 스웨트셔츠에 체크 팬츠와 스니커즈를 코디하고 크로스 백으로 마무리한 이지 캐주얼 룩,"#봄,#캐주얼,#와이엠씨엘케이와이,#반스,#와릿이즌,#블루엘리펀트,#커버낫,#메신저/크로스 백,#기타 컬처,#캔버스/단화,#안경,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1991/detail_1991_1_500.jpg?202401091201
173,캐주얼,깜찍한 포인트,21.07.13,"2,355",3,프린팅이 돋보이는 반팔 티셔츠와 데님 숏 팬츠를 매치하고 에코백으로 완성한 캐주얼 룩,"#그래픽,#캠퍼스,#에코,#로고플레이,#키높이,#캐릭터,#여름,#캐주얼,#컨버스,#이벳필드,#어피스오브케이크,#예일,#유니폼브릿지,#캔버스/단화,#양말,#에코백,#반소매 티셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/4380/detail_4380_1_500.jpg?202401091201
174,댄디,톤온톤의 멋,21.07.05,"1,223",3,스트라이프 패턴이 매력적인 니트와 하프 팬츠를 매치하고 크로스 백으로 완성한 댄디 룩,"#톤온톤,#스트라이프,#데이트,#레더,#여름,#댄디,#콘스페로,#닥터마틴,#토마스모어,#미나브,#로파이,#메신저/크로스 백,#슬리퍼,#벨트,#피케/카라 티셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/4088/detail_4088_2_500.jpg?202401091201
175,걸리시,프레피 무드,20.11.09,"1,090",3,선명한 블루 컬러가 돋보이는 니트와 체크 스커트를 매치하고 스니커즈로 마무리한 걸리시 룩,"#가을,#걸리시,#본챔스,#라코스테,#언에디트,#배디,#휠라,#미쏘,#미니스커트,#양말,#기타 아우터,#숄더백,#패션스니커즈화,#니트/스웨터",https://image.msscdn.net/images/codimap/detail/500/detail_500_1_500.jpg?202401091201
176,캐주얼,데이트 가자,20.11.09,"5,572",3,"심플한 디자인의 코트와 니트, 데님 팬츠를 매치하고 뉴스보이캡으로 포인트를 준 캐주얼 룩","#데이트,#가을,#캐주얼,#유니버셜 케미스트리,#클레망,#파르티멘토,#유니폼브릿지,#로파이,#노스페이스,#헌팅캡/베레모,#구두,#로퍼,#반소매 티셔츠,#맨투맨/스웨트셔츠,#겨울 싱글 코트,#양말",https://image.msscdn.net/images/codimap/detail/487/detail_487_1_500.jpg?202401091201
177,골프,우아한 필드 룩,21.03.22,863,3,모노 톤의 긴팔 티셔츠와 미니스커트를 매치하고 스카프로 마무리한 골프 룩,"#봄,#골프,#빈폴 레이디스,#던스트 포 우먼,#르꼬끄,#빈폴골프,#벨베데레,#캡/야구 모자,#스카프/반다나,#긴소매 티셔츠,#보스턴/드럼/더플백",https://image.msscdn.net/images/codimap/detail/2351/detail_2351_1_500.jpg?202401091201
178,스트릿,힙한 매력,20.11.09,"5,216",3,터틀넥 티셔츠와 패턴 베스트를 레이어드하고 컬러 볼캡과 어글리 슈즈로 포인트를 준 스트릿 룩,"#가을,#스트릿,#유니어패럴,#큐리티,#나이키,#블러1.0,#아코스튜디오스페이스,#반소매 티셔츠,#맨투맨/스웨트셔츠,#샌들,#트레이닝/조거 팬츠,#안경 소품,#패션스니커즈화,#캡/야구 모자,#베스트,#귀걸이",https://image.msscdn.net/images/codimap/detail/496/detail_496_1_500.jpg?202401091201
179,캐주얼,원 마일 웨어,21.06.16,"3,147",3,편하게 입기 좋은 반팔 티셔츠에 스웨트 팬츠를 매치하고 크로스 백과 슬리퍼로 마무리한 이지 캐주얼 룩,"#로고플레이,#편안한,#원마일웨어,#모노톤,#와이드핏,#여름,#캐주얼,#크럼프,#커버낫,#와릿이즌,#아이홉소,#게스,#트레이닝/조거 팬츠,#안경 소품,#슬리퍼,#메신저/크로스 백,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/3746/detail_3746_1_500.jpg?202401091201
180,캐주얼,비비드 포인트!,21.08.19,545,3,비비드한 컬러감이 돋보이는 니트에 데님 팬츠를 매치하고 스니커즈로 마무리한 캐주얼 룩,"#럭셔리,#컬러포인트,#슬릿,#비비드,#로고플레이,#와이드핏,#여름,#캐주얼,#앤더슨벨 포 우먼,#발렌시아가,#생로랑,#숄더백,#캔버스/단화",https://image.msscdn.net/images/codimap/detail/5714/detail_5714_1_500.jpg?202401091201
181,캐주얼,그린 컬러 포인트,20.10.30,"3,194",3,"네이비 컬러 코트에 카디건을 스타일링하고 데님 팬츠, 스니커즈로 완성한 캐주얼 룩","#가을,#캐주얼,#조셉앤스테이시,#엠엘비,#블러1.0,#컨버스,#오아이오아이,#에코백,#기타 컬처,#캡/야구 모자,#디지털,#캔버스/단화,#데님 팬츠,#카디건",https://image.msscdn.net/images/codimap/detail/365/detail_365_1_500.jpg?202401091201
182,걸리시,프레피 무드,20.11.09,"1,090",3,선명한 블루 컬러가 돋보이는 니트와 체크 스커트를 매치하고 스니커즈로 마무리한 걸리시 룩,"#가을,#걸리시,#본챔스,#라코스테,#언에디트,#배디,#휠라,#미쏘,#미니스커트,#양말,#기타 아우터,#숄더백,#패션스니커즈화,#니트/스웨터",https://image.msscdn.net/images/codimap/detail/500/detail_500_1_500.jpg?202401091201
183,캐주얼,귀여운 포인트,21.08.18,"1,619",3,반팔 티셔츠와 오버롤 원피스를 레이어드하고 스니커즈로 마무리한 캐주얼 룩,"#귀여운,#캠퍼스,#여친룩,#여름,#캐주얼,#조셉앤스테이시,#논논,#타게토,#컨버스,#유니버셜 오버롤,#와릿이즌,#토트백,#잡지/무크지,#목걸이/펜던트,#헌팅캡/베레모,#맥시 원피스",https://image.msscdn.net/images/codimap/detail/5677/detail_5677_1_500.jpg?202401091201
184,로맨틱,단아한 무드,21.03.17,"1,474",3,모노 톤 레더 재킷에 브이넥 카디건과 스커트를 더하고 숄더백과 플랫 슈즈로 완성한 로맨틱 룩,"#봄,#로맨틱,#언에디트,#아워덴티티,#플라스크,#닉앤니콜,#세컨데일리,#귀걸이,#미디스커트,#숄더백,#레더/라이더스 재킷,#카디건",https://image.msscdn.net/images/codimap/detail/2298/detail_2298_1_500.jpg?202401091201
185,골프,귀여운 필드 룩,21.04.06,"1,063",3,스카이블루 컬러가 돋보이는 후드 티셔츠에 플리츠스커트를 매치하고 스니커즈로 마무리한 골프 룩,"#봄,#골프,#더 스튜디오 케이,#라코스테,#배럴,#허스키,#미니스커트,#미디스커트,#양말,#미디 원피스,#골프가방",https://image.msscdn.net/images/codimap/detail/2588/detail_2588_1_500.jpg?202401091201
186,댄디,올 블랙 멋,21.08.04,"1,639",3,펀칭 디테일이 돋보이는 니트에 숏 팬츠를 코디하고 블로퍼로 멋을 더한 댄디 룩,"#레더,#올블랙,#미니멀,#펀칭,#여름,#댄디,#마이애미프로젝트,#메종미네드,#리에티,#인템포무드,#코닥,#블로퍼,#니트/스웨터,#선글라스,#데님 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/5190/detail_5190_1_500.jpg?202401091201
187,걸리시,카라 원피스 연출법,21.08.18,"2,618",3,레오퍼드 디테일이 매력적인 카라 원피스에 헤어밴드와 숄더백을 더해 연출한 걸리시 룩,"#레오퍼드,#슬림핏,#모노톤,#여친룩,#여름,#걸리시,#러쉬오프,#닥터마틴,#브이브이브이,#제로플래닛,#코이무이,#목걸이/펜던트,#블로퍼,#부츠,#캔버스/단화,#헤어 액세서리,#미니 원피스,#숄더백",https://image.msscdn.net/images/codimap/detail/5678/detail_5678_1_500.jpg?202401091201
188,캐주얼,옐로 컬러 포인트,21.03.18,"4,589",3,로고 프린팅이 돋보이는 스웨트셔츠와 스웨트 팬츠를 매치하고 옐로 컬러의 볼캡으로 포인트를 준 캐주얼 룩,"#봄,#캐주얼,#어나더브릿지,#엘라고,#5252 바이 오아이오아이,#시눈,#레이디 볼륨,#나이키,#선글라스,#케이스/슬리브,#캡/야구 모자,#트레이닝/조거 팬츠,#패션스니커즈화",https://image.msscdn.net/images/codimap/detail/2314/detail_2314_1_500.jpg?202401091201
189,골프,우아한 필드 룩,21.03.22,863,3,모노 톤의 긴팔 티셔츠와 미니스커트를 매치하고 스카프로 마무리한 골프 룩,"#봄,#골프,#빈폴 레이디스,#던스트 포 우먼,#르꼬끄,#빈폴골프,#벨베데레,#캡/야구 모자,#스카프/반다나,#긴소매 티셔츠,#보스턴/드럼/더플백",https://image.msscdn.net/images/codimap/detail/2351/detail_2351_1_500.jpg?202401091201
190,캐주얼,편안함이 두 배!,21.03.29,"21,117",3,편하게 입기 좋은 후드 집업과 스웨트 팬츠로 완성한 이지 캐주얼 룩,"#봄,#캐주얼,#본챔스,#제로,#와릿이즌,#나이키,#레인스,#캡/야구 모자,#트레이닝/조거 팬츠,#안경 소품,#반소매 티셔츠,#긴소매 티셔츠,#후드 집업,#패션스니커즈화,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/2442/detail_2442_1_500.jpg?202401091201
191,비즈니스캐주얼,세련된 포멀 룩,21.08.23,"3,062",3,심플한 실루엣의 블레이저에 슬랙스를 매치하고 로퍼로 멋을 더한 포멀 룩,"#레더,#미니멀,#출근룩,#데이트,#여름,#포멀,#랩12,#크로노스,#미스티카,#낫앤낫,#코앤크릿,#탄틴,#셔츠/블라우스,#피케/카라 티셔츠,#안경 소품,#쿼츠 아날로그,#반려동물용품,#벨트,#슈트/블레이저 재킷,#구두,#로퍼,#브리프케이스,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/5855/detail_5855_1_500.jpg?202401091201
192,스트릿,확실한 포인트,21.03.23,"1,780",3,유니크한 디자인의 카디건과 와이드 팬츠로 연출한 스트릿 룩,"#봄,#스트릿,#5252 바이 오아이오아이,#오찌,#에잇세컨즈,#네스티팬시클럽,#메신저/크로스 백,#기타 컬처,#기타 신발,#버킷/사파리햇,#카디건,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/2373/detail_2373_1_500.jpg?202401091201
193,걸리시,상큼한 스타일링,21.04.06,"2,383",3,유니크한 패턴이 돋보이는 볼레로에 데님 원피스를 더하고 타이다이 부츠로 연출한 걸리시 룩,"#봄,#걸리시,#러닝하이,#네스티팬시클럽,#닥터마틴,#스컬프터,#배디,#미니 원피스,#목걸이/펜던트,#블로퍼,#카디건,#숄더백",https://image.msscdn.net/images/codimap/detail/2596/detail_2596_1_500.jpg?202401091201
194,캐주얼,데일리 캐주얼 룩,21.08.27,"3,720",3,체크 패턴이 돋보이는 셔츠와 코튼 팬츠를 스타일링하고 슬링 백으로 완성한 캐주얼 룩,"#레터링,#캠퍼스,#꾸안꾸,#오버핏,#키높이,#체크,#여름,#캐주얼,#엘리오티,#로드,#와릿이즌,#한글안경,#반소매 티셔츠,#셔츠/블라우스,#캔버스/단화,#웨이스트 백,#안경",https://image.msscdn.net/images/codimap/detail/6057/detail_6057_1_500.jpg?202401091201
195,캐주얼,원 마일 웨어,21.02.24,"2,670",3,편하게 입기 좋은 스웨트셔츠에 체크 팬츠와 스니커즈를 코디하고 크로스 백으로 마무리한 이지 캐주얼 룩,"#봄,#캐주얼,#와이엠씨엘케이와이,#반스,#와릿이즌,#블루엘리펀트,#커버낫,#메신저/크로스 백,#기타 컬처,#캔버스/단화,#안경,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1991/detail_1991_1_500.jpg?202401091201
196,캐주얼,봄 소풍 가는 날,21.03.17,"3,625",3,귀여운 플라워 패턴이 돋보이는 베스트에 데님 재킷을 매치하고 스니커즈를 더해 완성한 캐주얼 룩,"#봄,#캐주얼,#리복,#로얄라이프,#키르시,#스파오,#로씨로씨,#타게토,#펀프롬펀,#패션스니커즈화,#셔츠/블라우스,#반소매 티셔츠,#양말,#베스트,#롱스커트,#메신저/크로스 백,#크로스백",https://image.msscdn.net/images/codimap/detail/2291/detail_2291_1_500.jpg?202401091201
197,스트릿,유니크하게 완성,21.08.23,"3,904",3,로고 디테일의 슬리브리스에 후드 티셔츠를 더하고 백팩으로 포인트를 준 스트릿 룩,"#유니크,#힙합,#로고플레이,#그래픽,#페스티벌,#레이어드룩,#여름,#스트릿,#오호스,#어나더에이,#아쵸,#배디,#후드 티셔츠,#백팩,#트레이닝/조거 팬츠,#목걸이/펜던트",https://image.msscdn.net/images/codimap/detail/5825/detail_5825_1_500.jpg?202401091201
198,시크,감각적인 스타일링,21.08.18,"2,046",3,셔링 디테일이 매력적인 튜브 탑과 플리츠 팬츠를 매치하고 숄더백으로 완성한 시크 룩,"#그래픽,#모노톤,#셔링,#여름,#시크,#스칼렛또,#이우가마카라스,#어반드레스,#스컬프터,#먼데인 먼데이,#팔찌,#숄더백,#민소매 티셔츠,#슬리퍼",https://image.msscdn.net/images/codimap/detail/5681/detail_5681_1_500.jpg?202401091201
199,캐주얼,디테일에 반해,21.05.14,"1,509",3,루즈 핏 반팔 티셔츠와 화이트 데님 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#구찌,#앤더슨벨,#반지,#구두,#메신저/크로스 백,#벨트",https://image.msscdn.net/images/codimap/detail/3162/detail_3162_1_500.jpg?202401091201
200,캐주얼,무난한 매치,21.09.13,"13,399",3,로고가 돋보이는 스웨트셔츠와 셔츠를 레이어드하고 크로스 백으로 완성한 캐주얼 룩,"#로고플레이,#스트라이프,#캠퍼스,#레이어드룩,#벌룬핏,#가을,#캐주얼,#브래디백,#아디다스,#라모랭,#이벳필드,#예일,#노드스튜디오,#라퍼지스토어,#메신저/크로스 백,#잡지/무크지,#패션스니커즈화,#비니,#맨투맨/스웨트셔츠,#셔츠/블라우스,#데님 팬츠,#사파리/헌팅 재킷",https://image.msscdn.net/images/codimap/detail/6648/detail_6648_1_500.jpg?202401091201
201,캐주얼,편안한 조합,21.09.06,"14,304",3,편하게 입기 좋은 긴팔 티셔츠에 스웨트 팬츠를 코디하고 스니커즈로 마무리한 이지 캐주얼 룩,"#레터링,#오버핏,#편안한,#원마일웨어,#가을,#캐주얼,#페넥,#골라 클래식,#브렌슨,#참스,#엠엘비,#지갑/머니클립,#트레이닝/조거 팬츠,#긴소매 티셔츠,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/6365/detail_6365_1_500.jpg?202401091201
202,로맨틱,파스텔 로맨틱,21.09.30,"1,435",3,화사한 컬러감이 돋보이는 셔츠와 미디스커트를 매치하고 숄더백으로 포인트를 준 로맨틱 룩,"#컬러포인트,#파스텔,#화사한,#데이트,#셋업코디,#가을,#로맨틱,#로우클래식,#아모멘토,#오소이,#반소매 티셔츠,#셔츠/블라우스,#미디스커트,#기타 모자,#긴소매 티셔츠,#샌들,#숄더백,#부츠",https://image.msscdn.net/images/codimap/detail/7302/detail_7302_1_500.jpg?202401091201
203,비즈니스캐주얼,깔끔하게 출근,21.10.05,"4,429",3,베이식한 베스트와 셔츠를 레이어드한 후 슬랙스를 매치하여 연출한 포멀 룩,"#모노톤,#단정한,#출근룩,#격식,#레이어드룩,#미니멀,#가을,#포멀,#올리버커스텀,#토마스모어,#아르반,#반원 아틀리에,#수아레,#루이까또즈,#구두,#반소매 티셔츠,#블루종/MA-1,#머플러,#브리프케이스,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/7479/detail_7479_1_500.jpg?202401091201
204,시크,시크함 가득,21.05.14,"1,023",3,"미니멀한 디자인의 오프숄더 티셔츠와 롱스커트를 매치하고 선글라스, 목걸이로 멋을 더한 시크 룩","#봄,#시크,#페이크미,#블러브,#레이어무드,#커렌트,#잠트,#애노드레브,#선글라스,#셔츠/블라우스,#목걸이/펜던트,#롱스커트,#부츠,#숄더백",https://image.msscdn.net/images/codimap/detail/3159/detail_3159_1_500.jpg?202401091201
205,댄디,디테일의 차이,21.09.24,"7,438",3,컬러 배색이 돋보이는 베스트와 셔츠를 레이어드한 후 데님 팬츠로 완성한 댄디 룩,"#레이어드룩,#데이트,#레더,#모노톤,#가을,#댄디,#앤드류앤코,#닥터마틴,#피스워커,#쿠어,#베리베인,#쿼츠 아날로그,#반려동물용품,#구두,#토트백,#데님 팬츠,#블루종/MA-1,#베스트",https://image.msscdn.net/images/codimap/detail/7124/detail_7124_1_500.jpg?202401091201
206,캐주얼,비에도 가볍게,21.10.06,"3,452",3,레터링이 돋보이는 스웨트셔츠와 트러커 재킷을 매치하고 백팩으로 마무리한 캐주얼 룩,"#레터링,#레이어드룩,#오버핏,#스티치,#캠퍼스,#비,#가을,#캐주얼,#컨버스,#파라체이스,#유니폼브릿지,#테이크이지,#일꼬르소,#아카우,#캔버스/단화,#우산,#백팩,#셔츠/블라우스,#맨투맨/스웨트셔츠,#트러커 재킷,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/7533/detail_7533_1_500.jpg?202401091201
207,비즈니스캐주얼,담백한 무드,21.11.05,"2,730",3,미니멀 무드의 셔츠와 니트를 레이어드하고 싱글 코트로 연출한 포멀 룩,"#단정한,#격식,#출근룩,#레이어드룩,#레더,#뉴트럴톤,#가을,#포멀,#스위치,#에프터글로우,#수아레,#르아르,#벨룻,#노이어,#겐지,#숄더백,#잡지/무크지,#슈트 팬츠/슬랙스,#셔츠/블라우스,#구두,#겨울 싱글 코트,#안경,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/8709/detail_8709_1_500.jpg?202401091201
208,비즈니스캐주얼,감각 있는 조합,21.11.01,"2,277",3,오버 핏의 더블 코트에 니트와 슬랙스를 더해 연출한 포멀 룩,"#뉴트럴톤,#레이어드룩,#핀턱,#단정한,#격식,#출근룩,#레더,#가을,#포멀,#로터프,#폭스바겐 와치,#무신사 스탠다드,#커스텀에이드,#브리프케이스,#기타 시계,#반려동물용품,#슈트 팬츠/슬랙스,#안경 소품,#디퓨저/캔들,#구두,#로퍼,#반소매 티셔츠,#셔츠/블라우스,#니트/스웨터,#겨울 더블 코트,#디지털,#페도라,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/8478/detail_8478_1_500.jpg?202401091201
209,캐주얼,간편한 셋업,21.05.17,"3,063",3,편하게 입기 좋은 아노락 셋업에 오렌지 컬러의 볼캡으로 포인트를 준 이지 캐주얼 룩,"#봄,#캐주얼,#페넥,#뉴발란스,#엠엠엘지,#스파오,#케이스/슬리브,#캡/야구 모자,#아노락 재킷,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/3178/detail_3178_1_500.jpg?202401091201
210,스트릿,힙하게 마무리,21.02.09,"4,088",3,그래픽이 돋보이는 스웨트셔츠에 나일론 재킷과 조거 팬츠를 코디하고 스니커즈로 포인트를 준 스트릿 룩,"#봄,#스트릿,#디스이즈네버댓,#이벳필드,#트레이닝 재킷,#기타 시계,#캡/야구 모자,#트레이닝/조거 팬츠,#목걸이/펜던트,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1804/detail_1804_1_500.jpg?202401091201
211,캐주얼,모노 톤 코디,21.08.19,"6,728",3,편하게 입기 좋은 스웨트셔츠에 조거 팬츠를 매치하고 스니커즈로 마무리한 이지 캐주얼 룩,"#로고플레이,#원마일웨어,#편안한,#모노톤,#여름,#캐주얼,#바잘,#리,#보늬,#스케쳐스,#디스이즈네버댓,#버킷/사파리햇,#맨투맨/스웨트셔츠,#트레이닝/조거 팬츠,#패션스니커즈화,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/5725/detail_5725_1_500.jpg?202401091201
212,스트릿,그래픽 활용법,21.10.06,"8,373",3,프린팅이 돋보이는 긴팔 티셔츠와 데님 팬츠를 코디하고 비니로 마무리한 스트릿 룩,"#레더,#그래픽,#스티치,#유니크,#모노톤,#와이드핏,#레이어드룩,#가을,#스트릿,#엠엘비,#얼모스트블루,#닥터마틴,#레이디 볼륨,#하이버넷,#비니,#팔찌,#블로퍼,#부츠,#레더/라이더스 재킷,#긴소매 티셔츠,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/7581/detail_7581_1_500.jpg?202401091201
213,스트릿,시선 강탈 패션,21.11.05,"3,430",3,독특한 패턴이 돋보이는 조거 팬츠와 후드 티셔츠를 매치하고 스니커즈로 멋을 더한 스트릿 룩,"#유니크,#레터링,#오버핏,#플리스,#타이다이,#리버서블,#가을,#스트릿,#누깍,#아조바이아조,#와릿이즌,#디미토,#벙커버스터,#메신저/크로스 백,#후드 티셔츠,#비니,#플리스/뽀글이",https://image.msscdn.net/images/codimap/detail/8700/detail_8700_1_500.jpg?202401091201
214,캐주얼,활동성 최고!,21.05.17,"4,002",3,가볍게 입기 좋은 아노락 셋업에 레드 컬러 스니커즈로 포인트를 준 이지 캐주얼 룩,"#봄,#캐주얼,#컨버스,#라퍼지스토어,#엠엠엘지,#페넥,#캔버스/단화,#셔츠/블라우스,#비니,#숄더백",https://image.msscdn.net/images/codimap/detail/3176/detail_3176_1_500.jpg?202401091201
215,로맨틱,데이트 하는 날,21.05.17,"1,729",3,산뜻한 느낌의 크롭 블라우스와 데님 팬츠로 완성한 로맨틱 룩,"#봄,#로맨틱,#판도라핏,#코노시도진,#제이에스티나,#쎄꼰도,#미쏘,#데님 팬츠,#안경,#힐/펌프스,#메신저/크로스 백,#크로스백,#귀걸이,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3188/detail_3188_1_500.jpg?202401091201
216,캐주얼,산뜻한 조합,21.05.04,"10,025",3,반팔 니트에 데님 팬츠를 매치하고 숄더백으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#메종 마르지엘라,#아모멘토,#택미홈 서울,#셀린느,#데님 팬츠,#안경 소품,#디퓨저/캔들,#피케/카라 티셔츠,#목걸이/펜던트,#토트백",https://image.msscdn.net/images/codimap/detail/3028/detail_3028_1_500.jpg?202401091201
217,캐주얼,데이트 가자,20.11.09,"5,572",3,"심플한 디자인의 코트와 니트, 데님 팬츠를 매치하고 뉴스보이캡으로 포인트를 준 캐주얼 룩","#데이트,#가을,#캐주얼,#유니버셜 케미스트리,#클레망,#파르티멘토,#유니폼브릿지,#로파이,#노스페이스,#헌팅캡/베레모,#구두,#로퍼,#반소매 티셔츠,#맨투맨/스웨트셔츠,#겨울 싱글 코트,#양말",https://image.msscdn.net/images/codimap/detail/487/detail_487_1_500.jpg?202401091201
218,캐주얼,시원한 컬러 조합,21.06.03,"1,718",3,프린팅 패턴이 돋보이는 반팔 티셔츠에 스웨트 팬츠를 매치한 이지 캐주얼 룩,"#편안한,#그래픽,#원마일웨어,#여름,#캐주얼,#엠엘비,#반스,#마켓,#아카이브 볼드,#카시오,#캡/야구 모자,#캔버스/단화,#숏 팬츠,#디지털",https://image.msscdn.net/images/codimap/detail/3431/detail_3431_1_500.jpg?202401091201
219,댄디,마성의 조합,21.06.09,"1,072",3,그래픽 프린팅이 유니크한 셔츠와 은은한 광택이 도는 팬츠로 연출한 댄디 룩,"#그래픽,#올블랙,#모노톤,#여름,#댄디,#애끼,#시그니처,#인사일런스,#알렌느,#팔찌,#메신저/크로스 백,#코튼 팬츠,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3591/detail_3591_1_500.jpg?202401091201
220,캐주얼,캠퍼스 룩 추천,21.06.09,"5,015",3,스트라이프 티셔츠와 데님 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#스트라이프,#캠퍼스,#여름,#캐주얼,#내셔널지오그래픽,#비바스튜디오,#라퍼지스토어,#아웃도어 프로덕츠,#패션스니커즈화,#케이스/슬리브,#메신저/크로스 백,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3588/detail_3588_1_500.jpg?202401091201
221,아메카지,패턴의 매력,21.06.03,"9,241",3,체크 패턴이 돋보이는 셔츠와 린넨 팬츠를 매치한 아메리칸 캐주얼 룩,"#린넨,#아메카지,#체크,#여름,#아메리칸 캐주얼,#와일드 브릭스,#유니드가먼츠,#테바,#라퍼지스토어,#지갑/머니클립,#벨트,#셔츠/블라우스,#슬리퍼,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/3416/detail_3416_1_500.jpg?202401091201
